"┬"," ","┬"," "," "," "," "," "," "," "," "," "," "," "," ","┬","┯","┼","╂","┬","┯","┼","╂","┬","┯","┼","╂","┬","┮","┰","┲","┬","┭","┰","┱","┼","┾","╀","╄","┼","┽","╀","╃","┼","┾","╀","╁","╂","╄","╆","╊","┼","┽","╀","╁","╂","╃","╅","╉","┬","┭","┮","┯","┰","┱","┲","┳","┼","┽","┾","┿","╀","╃","╄","╇","┼","┽","┾","┿","╀","╁","╂","╃","╄","╅","╆","╇","╈","╉","╊","╋","┬","┯","┼","╂","┯","╂","┮","┰","┲","┭","┰","┱","┾","╀","╄","┽","╀","╃","┾","╂","╊","┽","╂","╉","┯","┰","┳","┿","╀","╇","┿","╂","╋","┬","┬"," "," "," "," "," ","┬","┼","┬","┬","┭","╀","┮","┰","┮","╁","┭","╀"," "," "," ","▅","▅","▅","▆","▇"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┭"," ","┭"," "," "," "," "," "," "," "," "," "," "," "," ","┭","┯","┽","╉","┭","┯","┽","╉","┭","┯","┽","╉","┭","┯","┱","┳","┭","┭","┱","┱","┽","┿","╃","╇","┽","┽","╃","╃","┽","┿","╃","╅","╉","╇","╈","╋","┽","┽","╃","╅","╉","╃","╅","╉","┭","┭","┯","┯","┱","┱","┳","┳","┽","┽","┿","┿","╃","╃","╇","╇","┽","┽","┿","┿","╃","╅","╉","╃","╇","╅","╈","╇","╈","╉","╋","╋","┭","┯","┽","╉","┯","╉","┯","┱","┳","┭","┱","┱","┿","╃","╇","┽","╃","╃","┿","╉","╋","┽","╉","╉","┯","┱","┳","┿","╃","╇","┿","╉","╋","┭","┭","┽"," "," "," "," ","┭","┽","┭","┭","┭","╃","┯","┱","┯","╅","┭","╃"," "," "," "," "," "," ","▆","▇"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┮"," ","┮"," "," "," "," "," "," "," "," "," "," "," "," ","┮","┯","┾","╊","┮","┯","┾","╊","┮","┯","┾","╊","┮","┮","┲","┲","┮","┯","┲","┳","┾","┾","╄","╄","┾","┿","╄","╇","┾","┾","╄","╆","╊","╄","╆","╊","┾","┿","╄","╆","╊","╇","╈","╋","┮","┯","┮","┯","┲","┳","┲","┳","┾","┿","┾","┿","╄","╇","╄","╇","┾","┿","┾","┿","╄","╆","╊","╇","╄","╈","╆","╇","╈","╋","╊","╋","┮","┯","┾","╊","┯","╊","┮","┲","┲","┯","┲","┳","┾","╄","╄","┿","╄","╇","┾","╊","╊","┿","╊","╋","┯","┲","┳","┿","╄","╇","┿","╊","╋","┮","┮"," ","┾"," "," "," ","┮","┾","┮","┮","┯","╄","┮","┲","┮","╆","┯","╄"," "," "," "," "," "," ","▆","▇"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┯"," ","┯"," "," "," "," "," "," "," "," "," "," "," "," ","┯","┯","┿","╋","┯","┯","┿","╋","┯","┯","┿","╋","┯","┯","┳","┳","┯","┯","┳","┳","┿","┿","╇","╇","┿","┿","╇","╇","┿","┿","╇","╈","╋","╇","╈","╋","┿","┿","╇","╈","╋","╇","╈","╋","┯","┯","┯","┯","┳","┳","┳","┳","┿","┿","┿","┿","╇","╇","╇","╇","┿","┿","┿","┿","╇","╈","╋","╇","╇","╈","╈","╇","╈","╋","╋","╋","┯","┯","┿","╋","┯","╋","┯","┳","┳","┯","┳","┳","┿","╇","╇","┿","╇","╇","┿","╋","╋","┿","╋","╋","┯","┳","┳","┿","╇","╇","┿","╋","╋","┯","┯","┿","┿"," "," "," ","┯","┿","┯","┯","┯","╇","┯","┳","┯","╈","┯","╇"," "," ","▆","▆","▆","▆","▆","▇"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┰"," ","┰"," "," "," "," "," "," "," "," "," "," "," "," ","┰","┳","╁","╂","┰","┳","╁","╂","┰","┳","╁","╂","┰","┲","┰","┲","┰","┱","┰","┱","╁","╆","╂","╊","╁","╅","╂","╉","╁","╆","╂","╁","╂","╊","╆","╊","╁","╅","╂","╁","╂","╉","╅","╉","┰","┱","┲","┳","┰","┱","┲","┳","╁","╅","╆","╈","╂","╉","╊","╋","╁","╅","╆","╈","╂","╁","╂","╉","╊","╅","╆","╋","╈","╉","╊","╋","┰","┳","╁","╂","┳","╂","┲","┰","┲","┱","┰","┱","╆","╂","╊","╅","╂","╉","╆","╂","╊","╅","╂","╉","┳","┰","┳","╈","╂","╋","╈","╂","╋","┰","┰"," "," "," "," "," ","┰","╁","┰","┰","┱","╂","┲","┰","┲","╁","┱","╂"," "," "," ","▅","▅","▅","▆","▇"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┱"," ","┱"," "," "," "," "," "," "," "," "," "," "," "," ","┱","┳","╅","╉","┱","┳","╅","╉","┱","┳","╅","╉","┱","┳","┱","┳","┱","┱","┱","┱","╅","╈","╉","╋","╅","╅","╉","╉","╅","╈","╉","╅","╉","╋","╈","╋","╅","╅","╉","╅","╉","╉","╅","╉","┱","┱","┳","┳","┱","┱","┳","┳","╅","╅","╈","╈","╉","╉","╋","╋","╅","╅","╈","╈","╉","╅","╉","╉","╋","╅","╈","╋","╈","╉","╋","╋","┱","┳","╅","╉","┳","╉","┳","┱","┳","┱","┱","┱","╈","╉","╋","╅","╉","╉","╈","╉","╋","╅","╉","╉","┳","┱","┳","╈","╉","╋","╈","╉","╋","┱","┱","╅"," "," "," "," ","┱","╅","┱","┱","┱","╉","┳","┱","┳","╅","┱","╉"," "," "," "," "," "," ","▆","▇"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┲"," ","┲"," "," "," "," "," "," "," "," "," "," "," "," ","┲","┳","╆","╊","┲","┳","╆","╊","┲","┳","╆","╊","┲","┲","┲","┲","┲","┳","┲","┳","╆","╆","╊","╊","╆","╈","╊","╋","╆","╆","╊","╆","╊","╊","╆","╊","╆","╈","╊","╆","╊","╋","╈","╋","┲","┳","┲","┳","┲","┳","┲","┳","╆","╈","╆","╈","╊","╋","╊","╋","╆","╈","╆","╈","╊","╆","╊","╋","╊","╈","╆","╋","╈","╋","╊","╋","┲","┳","╆","╊","┳","╊","┲","┲","┲","┳","┲","┳","╆","╊","╊","╈","╊","╋","╆","╊","╊","╈","╊","╋","┳","┲","┳","╈","╊","╋","╈","╊","╋","┲","┲"," ","╆"," "," "," ","┲","╆","┲","┲","┳","╊","┲","┲","┲","╆","┳","╊"," "," "," "," "," "," ","▆","▇"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┳"," ","┳"," "," "," "," "," "," "," "," "," "," "," "," ","┳","┳","╈","╋","┳","┳","╈","╋","┳","┳","╈","╋","┳","┳","┳","┳","┳","┳","┳","┳","╈","╈","╋","╋","╈","╈","╋","╋","╈","╈","╋","╈","╋","╋","╈","╋","╈","╈","╋","╈","╋","╋","╈","╋","┳","┳","┳","┳","┳","┳","┳","┳","╈","╈","╈","╈","╋","╋","╋","╋","╈","╈","╈","╈","╋","╈","╋","╋","╋","╈","╈","╋","╈","╋","╋","╋","┳","┳","╈","╋","┳","╋","┳","┳","┳","┳","┳","┳","╈","╋","╋","╈","╋","╋","╈","╋","╋","╈","╋","╋","┳","┳","┳","╈","╋","╋","╈","╋","╋","┳","┳","╈","╈"," "," "," ","┳","╈","┳","┳","┳","╋","┳","┳","┳","╈","┳","╋"," "," ","▆","▆","▆","▆","▆","▇"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┴"," ","┴"," "," "," "," "," "," "," "," "," "," "," "," ","┴","┷","┼","╂","┴","┷","┼","╂","┴","┷","┼","╂","┼","┾","╁","╆","┼","┽","╁","╅","┴","┶","┸","┺","┴","┵","┸","┹","┼","┾","╀","╁","╂","╄","╆","╊","┼","┽","╀","╁","╂","╃","╅","╉","┼","┽","┾","┿","╁","╅","╆","╈","┴","┵","┶","┷","┸","┹","┺","┻","┼","┽","┾","┿","╀","╁","╂","╃","╄","╅","╆","╇","╈","╉","╊","╋","┴","┷","┼","╂","┷","╂","┾","╁","╆","┽","╁","╅","┶","┸","┺","┵","┸","┹","┾","╂","╊","┽","╂","╉","┿","╁","╈","┷","┸","┻","┿","╂","╋","┼","┼"," "," "," "," "," ","┴","┴","┴","┼","┵","┸","┶","╁","┶","╁","┵","╀"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┵"," ","┵"," "," "," "," "," "," "," "," "," "," "," "," ","┵","┷","┽","╉","┵","┷","┽","╉","┵","┷","┽","╉","┽","┿","╅","╈","┽","┽","╅","╅","┵","┷","┹","┻","┵","┵","┹","┹","┽","┿","╃","╅","╉","╇","╈","╋","┽","┽","╃","╅","╉","╃","╅","╉","┽","┽","┿","┿","╅","╅","╈","╈","┵","┵","┷","┷","┹","┹","┻","┻","┽","┽","┿","┿","╃","╅","╉","╃","╇","╅","╈","╇","╈","╉","╋","╋","┵","┷","┽","╉","┷","╉","┿","╅","╈","┽","╅","╅","┷","┹","┻","┵","┹","┹","┿","╉","╋","┽","╉","╉","┿","╅","╈","┷","┹","┻","┿","╉","╋","┽","┽","┵"," "," "," "," ","┵","┵","┵","┽","┵","┹","┷","╅","┷","╅","┵","╃"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┶"," ","┶"," "," "," "," "," "," "," "," "," "," "," "," ","┶","┷","┾","╊","┶","┷","┾","╊","┶","┷","┾","╊","┾","┾","╆","╆","┾","┿","╆","╈","┶","┶","┺","┺","┶","┷","┺","┻","┾","┾","╄","╆","╊","╄","╆","╊","┾","┿","╄","╆","╊","╇","╈","╋","┾","┿","┾","┿","╆","╈","╆","╈","┶","┷","┶","┷","┺","┻","┺","┻","┾","┿","┾","┿","╄","╆","╊","╇","╄","╈","╆","╇","╈","╋","╊","╋","┶","┷","┾","╊","┷","╊","┾","╆","╆","┿","╆","╈","┶","┺","┺","┷","┺","┻","┾","╊","╊","┿","╊","╋","┿","╆","╈","┷","┺","┻","┿","╊","╋","┾","┾"," ","┶"," "," "," ","┶","┶","┶","┾","┷","┺","┶","╆","┶","╆","┷","╄"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┷"," ","┷"," "," "," "," "," "," "," "," "," "," "," "," ","┷","┷","┿","╋","┷","┷","┿","╋","┷","┷","┿","╋","┿","┿","╈","╈","┿","┿","╈","╈","┷","┷","┻","┻","┷","┷","┻","┻","┿","┿","╇","╈","╋","╇","╈","╋","┿","┿","╇","╈","╋","╇","╈","╋","┿","┿","┿","┿","╈","╈","╈","╈","┷","┷","┷","┷","┻","┻","┻","┻","┿","┿","┿","┿","╇","╈","╋","╇","╇","╈","╈","╇","╈","╋","╋","╋","┷","┷","┿","╋","┷","╋","┿","╈","╈","┿","╈","╈","┷","┻","┻","┷","┻","┻","┿","╋","╋","┿","╋","╋","┿","╈","╈","┷","┻","┻","┿","╋","╋","┿","┿","┷","┷"," "," "," ","┷","┷","┷","┿","┷","┻","┷","╈","┷","╈","┷","╇"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┸"," ","┸"," "," "," "," "," "," "," "," "," "," "," "," ","┸","┻","╀","╂","┸","┻","╀","╂","┸","┻","╀","╂","╀","╄","╂","╊","╀","╃","╂","╉","┸","┺","┸","┺","┸","┹","┸","┹","╀","╄","╀","╂","╂","╄","╊","╊","╀","╃","╀","╂","╂","╃","╉","╉","╀","╃","╄","╇","╂","╉","╊","╋","┸","┹","┺","┻","┸","┹","┺","┻","╀","╃","╄","╇","╀","╂","╂","╃","╄","╉","╊","╇","╋","╉","╊","╋","┸","┻","╀","╂","┻","╂","╄","╂","╊","╃","╂","╉","┺","┸","┺","┹","┸","┹","╄","╂","╊","╃","╂","╉","╇","╂","╋","┻","┸","┻","╇","╂","╋","╀","╀"," "," "," "," "," ","┸","┸","┸","╀","┹","┸","┺","╂","┺","╂","┹","╀"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┹"," ","┹"," "," "," "," "," "," "," "," "," "," "," "," ","┹","┻","╃","╉","┹","┻","╃","╉","┹","┻","╃","╉","╃","╇","╉","╋","╃","╃","╉","╉","┹","┻","┹","┻","┹","┹","┹","┹","╃","╇","╃","╉","╉","╇","╋","╋","╃","╃","╃","╉","╉","╃","╉","╉","╃","╃","╇","╇","╉","╉","╋","╋","┹","┹","┻","┻","┹","┹","┻","┻","╃","╃","╇","╇","╃","╉","╉","╃","╇","╉","╋","╇","╋","╉","╋","╋","┹","┻","╃","╉","┻","╉","╇","╉","╋","╃","╉","╉","┻","┹","┻","┹","┹","┹","╇","╉","╋","╃","╉","╉","╇","╉","╋","┻","┹","┻","╇","╉","╋","╃","╃","┹"," "," "," "," ","┹","┹","┹","╃","┹","┹","┻","╉","┻","╉","┹","╃"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┺"," ","┺"," "," "," "," "," "," "," "," "," "," "," "," ","┺","┻","╄","╊","┺","┻","╄","╊","┺","┻","╄","╊","╄","╄","╊","╊","╄","╇","╊","╋","┺","┺","┺","┺","┺","┻","┺","┻","╄","╄","╄","╊","╊","╄","╊","╊","╄","╇","╄","╊","╊","╇","╋","╋","╄","╇","╄","╇","╊","╋","╊","╋","┺","┻","┺","┻","┺","┻","┺","┻","╄","╇","╄","╇","╄","╊","╊","╇","╄","╋","╊","╇","╋","╋","╊","╋","┺","┻","╄","╊","┻","╊","╄","╊","╊","╇","╊","╋","┺","┺","┺","┻","┺","┻","╄","╊","╊","╇","╊","╋","╇","╊","╋","┻","┺","┻","╇","╊","╋","╄","╄"," ","┺"," "," "," ","┺","┺","┺","╄","┻","┺","┺","╊","┺","╊","┻","╄"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┻"," ","┻"," "," "," "," "," "," "," "," "," "," "," "," ","┻","┻","╇","╋","┻","┻","╇","╋","┻","┻","╇","╋","╇","╇","╋","╋","╇","╇","╋","╋","┻","┻","┻","┻","┻","┻","┻","┻","╇","╇","╇","╋","╋","╇","╋","╋","╇","╇","╇","╋","╋","╇","╋","╋","╇","╇","╇","╇","╋","╋","╋","╋","┻","┻","┻","┻","┻","┻","┻","┻","╇","╇","╇","╇","╇","╋","╋","╇","╇","╋","╋","╇","╋","╋","╋","╋","┻","┻","╇","╋","┻","╋","╇","╋","╋","╇","╋","╋","┻","┻","┻","┻","┻","┻","╇","╋","╋","╇","╋","╋","╇","╋","╋","┻","┻","┻","╇","╋","╋","╇","╇","┻","┻"," "," "," ","┻","┻","┻","╇","┻","┻","┻","╋","┻","╋","┻","╇"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┼","┼","┼"," "," "," "," "," "," "," "," "," "," "," "," ","┼","┿","┼","╂","┼","┿","┼","╂","┼","┿","┼","╂","┼","┾","╁","╆","┼","┽","╁","╅","┼","┾","╀","╄","┼","┽","╀","╃","┼","┾","╀","╁","╂","╄","╆","╊","┼","┽","╀","╁","╂","╃","╅","╉","┼","┽","┾","┿","╁","╅","╆","╈","┼","┽","┾","┿","╀","╃","╄","╇","┼","┽","┾","┿","╀","╁","╂","╃","╄","╅","╆","╇","╈","╉","╊","╋","┼","┿","┼","╂","┿","╂","┾","╁","╆","┽","╁","╅","┾","╀","╄","┽","╀","╃","┾","╂","╊","┽","╂","╉","┿","╁","╈","┿","╀","╇","┿","╂","╋","┼","┼"," "," "," "," "," ","┼","┼","┼","┼","┽","╀","┾","╁","┾","╁","┽","╀"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┽","┽","┽"," "," "," "," "," "," "," "," "," "," "," "," ","┽","┿","┽","╉","┽","┿","┽","╉","┽","┿","┽","╉","┽","┿","╅","╈","┽","┽","╅","╅","┽","┿","╃","╇","┽","┽","╃","╃","┽","┿","╃","╅","╉","╇","╈","╋","┽","┽","╃","╅","╉","╃","╅","╉","┽","┽","┿","┿","╅","╅","╈","╈","┽","┽","┿","┿","╃","╃","╇","╇","┽","┽","┿","┿","╃","╅","╉","╃","╇","╅","╈","╇","╈","╉","╋","╋","┽","┿","┽","╉","┿","╉","┿","╅","╈","┽","╅","╅","┿","╃","╇","┽","╃","╃","┿","╉","╋","┽","╉","╉","┿","╅","╈","┿","╃","╇","┿","╉","╋","┽","┽","┽"," "," "," "," ","┽","┽","┽","┽","┽","╃","┿","╅","┿","╅","┽","╃"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┾","┾","┾"," "," "," "," "," "," "," "," "," "," "," "," ","┾","┿","┾","╊","┾","┿","┾","╊","┾","┿","┾","╊","┾","┾","╆","╆","┾","┿","╆","╈","┾","┾","╄","╄","┾","┿","╄","╇","┾","┾","╄","╆","╊","╄","╆","╊","┾","┿","╄","╆","╊","╇","╈","╋","┾","┿","┾","┿","╆","╈","╆","╈","┾","┿","┾","┿","╄","╇","╄","╇","┾","┿","┾","┿","╄","╆","╊","╇","╄","╈","╆","╇","╈","╋","╊","╋","┾","┿","┾","╊","┿","╊","┾","╆","╆","┿","╆","╈","┾","╄","╄","┿","╄","╇","┾","╊","╊","┿","╊","╋","┿","╆","╈","┿","╄","╇","┿","╊","╋","┾","┾"," ","┾"," "," "," ","┾","┾","┾","┾","┿","╄","┾","╆","┾","╆","┿","╄"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┿","┿","┿"," "," "," "," "," "," "," "," "," "," "," "," ","┿","┿","┿","╋","┿","┿","┿","╋","┿","┿","┿","╋","┿","┿","╈","╈","┿","┿","╈","╈","┿","┿","╇","╇","┿","┿","╇","╇","┿","┿","╇","╈","╋","╇","╈","╋","┿","┿","╇","╈","╋","╇","╈","╋","┿","┿","┿","┿","╈","╈","╈","╈","┿","┿","┿","┿","╇","╇","╇","╇","┿","┿","┿","┿","╇","╈","╋","╇","╇","╈","╈","╇","╈","╋","╋","╋","┿","┿","┿","╋","┿","╋","┿","╈","╈","┿","╈","╈","┿","╇","╇","┿","╇","╇","┿","╋","╋","┿","╋","╋","┿","╈","╈","┿","╇","╇","┿","╋","╋","┿","┿","┿","┿"," "," "," ","┿","┿","┿","┿","┿","╇","┿","╈","┿","╈","┿","╇"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"╀","╀","╀"," "," "," "," "," "," "," "," "," "," "," "," ","╀","╇","╀","╂","╀","╇","╀","╂","╀","╇","╀","╂","╀","╄","╂","╊","╀","╃","╂","╉","╀","╄","╀","╄","╀","╃","╀","╃","╀","╄","╀","╂","╂","╄","╊","╊","╀","╃","╀","╂","╂","╃","╉","╉","╀","╃","╄","╇","╂","╉","╊","╋","╀","╃","╄","╇","╀","╃","╄","╇","╀","╃","╄","╇","╀","╂","╂","╃","╄","╉","╊","╇","╋","╉","╊","╋","╀","╇","╀","╂","╇","╂","╄","╂","╊","╃","╂","╉","╄","╀","╄","╃","╀","╃","╄","╂","╊","╃","╂","╉","╇","╂","╋","╇","╀","╇","╇","╂","╋","╀","╀"," "," "," "," "," ","╀","╀","╀","╀","╃","╀","╄","╂","╄","╂","╃","╀"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"╁","╁","╁"," "," "," "," "," "," "," "," "," "," "," "," ","╁","╈","╁","╂","╁","╈","╁","╂","╁","╈","╁","╂","╁","╆","╁","╆","╁","╅","╁","╅","╁","╆","╂","╊","╁","╅","╂","╉","╁","╆","╂","╁","╂","╊","╆","╊","╁","╅","╂","╁","╂","╉","╅","╉","╁","╅","╆","╈","╁","╅","╆","╈","╁","╅","╆","╈","╂","╉","╊","╋","╁","╅","╆","╈","╂","╁","╂","╉","╊","╅","╆","╋","╈","╉","╊","╋","╁","╈","╁","╂","╈","╂","╆","╁","╆","╅","╁","╅","╆","╂","╊","╅","╂","╉","╆","╂","╊","╅","╂","╉","╈","╁","╈","╈","╂","╋","╈","╂","╋","╁","╁"," "," "," "," "," ","╁","╁","╁","╁","╅","╂","╆","╁","╆","╁","╅","╂"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"╂","╂","╂"," "," "," "," "," "," "," "," "," "," "," "," ","╂","╋","╂","╂","╂","╋","╂","╂","╂","╋","╂","╂","╂","╊","╂","╊","╂","╉","╂","╉","╂","╊","╂","╊","╂","╉","╂","╉","╂","╊","╂","╂","╂","╊","╊","╊","╂","╉","╂","╂","╂","╉","╉","╉","╂","╉","╊","╋","╂","╉","╊","╋","╂","╉","╊","╋","╂","╉","╊","╋","╂","╉","╊","╋","╂","╂","╂","╉","╊","╉","╊","╋","╋","╉","╊","╋","╂","╋","╂","╂","╋","╂","╊","╂","╊","╉","╂","╉","╊","╂","╊","╉","╂","╉","╊","╂","╊","╉","╂","╉","╋","╂","╋","╋","╂","╋","╋","╂","╋","╂","╂"," "," "," "," "," ","╂","╂","╂","╂","╉","╂","╊","╂","╊","╂","╉","╂"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"╃","╃","╃"," "," "," "," "," "," "," "," "," "," "," "," ","╃","╇","╃","╉","╃","╇","╃","╉","╃","╇","╃","╉","╃","╇","╉","╋","╃","╃","╉","╉","╃","╇","╃","╇","╃","╃","╃","╃","╃","╇","╃","╉","╉","╇","╋","╋","╃","╃","╃","╉","╉","╃","╉","╉","╃","╃","╇","╇","╉","╉","╋","╋","╃","╃","╇","╇","╃","╃","╇","╇","╃","╃","╇","╇","╃","╉","╉","╃","╇","╉","╋","╇","╋","╉","╋","╋","╃","╇","╃","╉","╇","╉","╇","╉","╋","╃","╉","╉","╇","╃","╇","╃","╃","╃","╇","╉","╋","╃","╉","╉","╇","╉","╋","╇","╃","╇","╇","╉","╋","╃","╃","╃"," "," "," "," ","╃","╃","╃","╃","╃","╃","╇","╉","╇","╉","╃","╃"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"╄","╄","╄"," "," "," "," "," "," "," "," "," "," "," "," ","╄","╇","╄","╊","╄","╇","╄","╊","╄","╇","╄","╊","╄","╄","╊","╊","╄","╇","╊","╋","╄","╄","╄","╄","╄","╇","╄","╇","╄","╄","╄","╊","╊","╄","╊","╊","╄","╇","╄","╊","╊","╇","╋","╋","╄","╇","╄","╇","╊","╋","╊","╋","╄","╇","╄","╇","╄","╇","╄","╇","╄","╇","╄","╇","╄","╊","╊","╇","╄","╋","╊","╇","╋","╋","╊","╋","╄","╇","╄","╊","╇","╊","╄","╊","╊","╇","╊","╋","╄","╄","╄","╇","╄","╇","╄","╊","╊","╇","╊","╋","╇","╊","╋","╇","╄","╇","╇","╊","╋","╄","╄"," ","╄"," "," "," ","╄","╄","╄","╄","╇","╄","╄","╊","╄","╊","╇","╄"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"╅","╅","╅"," "," "," "," "," "," "," "," "," "," "," "," ","╅","╈","╅","╉","╅","╈","╅","╉","╅","╈","╅","╉","╅","╈","╅","╈","╅","╅","╅","╅","╅","╈","╉","╋","╅","╅","╉","╉","╅","╈","╉","╅","╉","╋","╈","╋","╅","╅","╉","╅","╉","╉","╅","╉","╅","╅","╈","╈","╅","╅","╈","╈","╅","╅","╈","╈","╉","╉","╋","╋","╅","╅","╈","╈","╉","╅","╉","╉","╋","╅","╈","╋","╈","╉","╋","╋","╅","╈","╅","╉","╈","╉","╈","╅","╈","╅","╅","╅","╈","╉","╋","╅","╉","╉","╈","╉","╋","╅","╉","╉","╈","╅","╈","╈","╉","╋","╈","╉","╋","╅","╅","╅"," "," "," "," ","╅","╅","╅","╅","╅","╉","╈","╅","╈","╅","╅","╉"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"╆","╆","╆"," "," "," "," "," "," "," "," "," "," "," "," ","╆","╈","╆","╊","╆","╈","╆","╊","╆","╈","╆","╊","╆","╆","╆","╆","╆","╈","╆","╈","╆","╆","╊","╊","╆","╈","╊","╋","╆","╆","╊","╆","╊","╊","╆","╊","╆","╈","╊","╆","╊","╋","╈","╋","╆","╈","╆","╈","╆","╈","╆","╈","╆","╈","╆","╈","╊","╋","╊","╋","╆","╈","╆","╈","╊","╆","╊","╋","╊","╈","╆","╋","╈","╋","╊","╋","╆","╈","╆","╊","╈","╊","╆","╆","╆","╈","╆","╈","╆","╊","╊","╈","╊","╋","╆","╊","╊","╈","╊","╋","╈","╆","╈","╈","╊","╋","╈","╊","╋","╆","╆"," ","╆"," "," "," ","╆","╆","╆","╆","╈","╊","╆","╆","╆","╆","╈","╊"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"╇","╇","╇"," "," "," "," "," "," "," "," "," "," "," "," ","╇","╇","╇","╋","╇","╇","╇","╋","╇","╇","╇","╋","╇","╇","╋","╋","╇","╇","╋","╋","╇","╇","╇","╇","╇","╇","╇","╇","╇","╇","╇","╋","╋","╇","╋","╋","╇","╇","╇","╋","╋","╇","╋","╋","╇","╇","╇","╇","╋","╋","╋","╋","╇","╇","╇","╇","╇","╇","╇","╇","╇","╇","╇","╇","╇","╋","╋","╇","╇","╋","╋","╇","╋","╋","╋","╋","╇","╇","╇","╋","╇","╋","╇","╋","╋","╇","╋","╋","╇","╇","╇","╇","╇","╇","╇","╋","╋","╇","╋","╋","╇","╋","╋","╇","╇","╇","╇","╋","╋","╇","╇","╇","╇"," "," "," ","╇","╇","╇","╇","╇","╇","╇","╋","╇","╋","╇","╇"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"╈","╈","╈"," "," "," "," "," "," "," "," "," "," "," "," ","╈","╈","╈","╋","╈","╈","╈","╋","╈","╈","╈","╋","╈","╈","╈","╈","╈","╈","╈","╈","╈","╈","╋","╋","╈","╈","╋","╋","╈","╈","╋","╈","╋","╋","╈","╋","╈","╈","╋","╈","╋","╋","╈","╋","╈","╈","╈","╈","╈","╈","╈","╈","╈","╈","╈","╈","╋","╋","╋","╋","╈","╈","╈","╈","╋","╈","╋","╋","╋","╈","╈","╋","╈","╋","╋","╋","╈","╈","╈","╋","╈","╋","╈","╈","╈","╈","╈","╈","╈","╋","╋","╈","╋","╋","╈","╋","╋","╈","╋","╋","╈","╈","╈","╈","╋","╋","╈","╋","╋","╈","╈","╈","╈"," "," "," ","╈","╈","╈","╈","╈","╋","╈","╈","╈","╈","╈","╋"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
